Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status,Acc
-0.06,-6.3599997,11.099999,0.0,0.0,0.0,1545103943284,0,12.793090869059013
-2.27,-4.92,9.29,0.0,0.0,0.0,1545103943484,0,10.754691999308953
-1.0,-3.79,9.03,0.02,-0.08,0.07,1545103943684,0,9.844033726069817
-2.1299999,-4.45,10.309999,0.089999996,-0.04,-0.17,1545103943884,0,11.429587873322511
-3.56,-6.1,7.49,-0.04,-0.26999998,0.17,1545103944084,0,10.294838512575124
-0.47,-5.02,7.4199996,0.08,0.14,-0.71999997,1545103944284,0,8.970936075126172
0.19999999,-6.5,6.42,-0.06,0.12,0.16,1545103944484,0,9.13818362673896
-2.1699998,-6.6,8.54,-0.06,0.12,0.16,1545103944684,0,11.009109824686101
-2.32,-5.71,8.809999,0.04,0.14,-0.45,1545103944884,0,10.751864135116337
-1.54,-6.0699997,11.61,-0.08,-0.07,0.44,1545103945083,0,13.191231798357576
-0.63,-5.47,6.8799996,0.0,-0.03,-0.049999997,1545103945283,0,8.812048257698102
-0.89,-6.68,8.36,-0.03,-0.14,0.11,1545103945482,0,10.73797466936852
-1.5799999,-1.5999999,10.41,0.049999997,-0.22,0.0,1545103945683,0,10.650093866440804
-0.29,-4.77,6.1,0.099999994,0.12,-0.37,1545103945882,0,7.7489999354755446
-0.25,-5.79,8.33,-0.02,-0.049999997,0.37,1545103946082,0,10.147684464940758
-0.84,-7.1,6.8799996,0.049999997,0.089999996,-0.53999996,1545103946282,0,9.922197059925798
0.82,-7.56,9.58,0.13,0.17,0.08,1545103946482,0,12.231205991234061
-1.11,-6.3199997,7.48,-0.02,-0.03,0.39999998,1545103946682,0,9.855196406363504
-2.1699998,-4.83,5.7599998,0.099999994,0.17,-0.45999998,1545103946882,0,7.824026893358693
-2.32,-6.56,7.91,-0.14999999,-0.38,0.63,1545103947082,0,10.534899145222036
-1.9699999,-5.21,9.46,-0.01,-0.049999997,-0.29,1545103947282,0,10.978005265347619
-0.39999998,-5.02,6.44,0.04,-0.099999994,0.07,1545103947482,0,8.175206418433726
-1.99,-5.5699997,11.15,0.04,-0.099999994,0.07,1545103947682,0,12.621707359069934
1.11,-6.2999997,7.46,-0.049999997,0.42,-0.56,1545103947882,0,9.82719167514301
0.07,-8.67,3.1599998,-0.08,0.22999999,0.55,1545103948082,0,9.228185018518
-1.9599999,-4.2,8.25,0.07,0.07,-0.24,1545103948283,0,9.462774413880952
-1.4599999,-5.3199997,8.48,0.07,0.07,-0.24,1545103948484,0,10.116540738612192
-3.02,-7.19,9.5,-0.03,-0.03,0.32999998,1545103948684,0,12.290911276223582
-2.6,-6.89,3.97,-0.02,-0.08,0.01,1545103948884,0,8.366181924868714
-2.6599998,-6.85,4.89,0.03,-0.14999999,-0.14999999,1545103949083,0,8.826675418072199
-1.86,-8.84,13.179999,0.17999999,0.35999998,-0.35999998,1545103949284,0,15.97865994506426
0.13,-5.2599998,6.79,-0.049999997,0.21,0.089999996,1545103949484,0,8.590028981091976
-1.93,-5.7999997,13.67,-0.02,0.099999994,0.049999997,1545103949684,0,14.9744381036485
0.29,-5.49,8.92,-0.02,0.099999994,0.049999997,1545103949884,0,10.478100972981698
-2.1299999,-9.69,3.84,-0.099999994,0.099999994,0.14999999,1545103950084,1,10.638543113321486
-1.5899999,-1.6899999,7.7,0.08,0.11,0.22999999,1545103950284,1,8.042027066853233
-2.9199998,-1.9,10.28,0.07,0.14,0.29,1545103950484,1,10.854252569016442
-2.98,-6.2599998,7.33,0.17,0.14999999,0.51,1545103950684,1,10.089444855689536
1.37,-4.21,8.48,0.049999997,0.31,0.72999996,1545103950884,1,9.566159103840999
0.96999997,-5.0,8.67,-0.13,0.68,1.18,1545103951084,1,10.0553368885284
-4.21,-3.26,-7.25,1.7099999,-5.72,-4.89,1545103951284,1,8.995232070380396
-9.0,-6.12,-1.68,-1.3399999,-0.21,-3.51,1545103951484,1,11.012574630848137
-3.77,5.27,-2.33,-1.0699999,1.1,-0.089999996,1545103951684,1,6.885833282907741
1.63,-2.44,-4.68,-1.0699999,1.1,-0.089999996,1545103951884,1,5.523848296251446
-5.64,4.46,14.23,-0.17,0.02,-0.28,1545103952083,1,15.943465746192075
-8.53,1.37,4.5299997,0.0,0.03,-0.12,1545103952282,1,9.75493194655914
-10.2,0.59,1.9799999,0.0,0.0,-0.02,1545103952483,0,10.40713695518609
-9.29,1.18,2.6699998,0.0,0.0,0.0,1545103952683,0,9.737833379761641
-9.349999,0.94,2.3899999,0.0,0.0,0.0,1545103952883,0,9.696297273805142
-9.61,0.96,2.51,0.0,0.0,0.0,1545103953082,0,9.978667245679654
