Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status,Acc
-0.66999996,3.87,9.54,0.099999994,-0.06,-0.42999998,1545105237004,0,10.316850291944727
1.14,5.3399997,8.179999,0.13,-0.14999999,-0.63,1545105237204,0,9.8350180699377
-0.44,4.65,8.01,-0.08,-0.07,0.19,1545105237404,0,9.27233519670207
-0.55,2.54,7.6699996,-0.16,0.19999999,0.71999997,1545105237604,0,8.098332782986889
3.6999998,3.9099998,7.75,0.07,0.12,0.65,1545105237804,0,9.436132521112667
0.88,5.02,9.09,-0.089999996,0.06,0.04,1545105238004,0,10.421271515510956
-0.14,4.36,9.679999,0.07,-0.08,-0.68,1545105238204,0,10.617512921583897
0.91999996,4.99,9.91,-0.07,0.0,0.08,1545105238404,0,11.133490015552177
1.8499999,3.09,7.96,0.0,-0.01,0.51,1545105238604,0,8.736830067593166
1.4699999,5.25,9.49,-0.04,0.12,0.45,1545105238804,0,10.944564847722363
2.6799998,5.8799996,10.45,0.16,0.0,-0.48,1545105239004,0,12.286549321269996
2.6699998,4.21,9.84,0.03,-0.28,-0.63,1545105239204,0,11.030802279616838
0.22999999,3.8,7.96,-0.03,0.089999996,0.32999998,1545105239404,0,8.823519705616349
2.11,5.66,8.55,-0.049999997,-0.03,0.03,1545105239604,0,10.468533803737753
2.37,3.9299998,7.48,0.06,-0.01,0.19,1545105239804,0,8.775659429809252
1.29,4.7599998,7.8799996,0.08,-0.22999999,-0.76,1545105240004,0,9.296025591186817
1.1899999,4.7799997,9.01,0.04,-0.02,0.35,1545105240204,0,10.268621956913211
1.9599999,3.79,10.03,0.17999999,0.14999999,0.35,1545105240403,0,10.899844017599518
2.58,4.24,8.929999,0.02,-0.06,0.089999996,1545105240604,0,10.21659836442644
2.22,1.89,12.46,0.0,0.01,-0.089999996,1545105240803,0,12.796565945596498
2.07,3.3999999,7.8199997,-0.59,0.01,-0.04,1545105241003,0,8.774810233161746
1.92,2.33,9.34,-0.59,0.01,-0.04,1545105241204,0,9.815849428348011
1.52,3.1599998,8.03,-0.17999999,0.04,-0.12,1545105241404,0,8.762242791431886
2.77,2.37,8.4,-0.089999996,0.01,0.35,1545105241604,0,9.156953641905151
0.19999999,4.58,7.3199997,0.06,0.099999994,0.29,1545105241804,0,8.637059430384863
1.39,5.33,9.929999,0.07,-0.12,-0.08,1545105242004,0,11.355433947674612
0.08,5.3599997,8.04,0.07,-0.12,-0.08,1545105242204,0,9.663208410460786
0.97999996,4.5099998,9.73,0.04,0.11,0.48,1545105242404,0,10.769094582071421
1.9699999,3.47,8.59,0.0,-0.02,0.22,1545105242604,0,9.471531006442412
2.09,5.04,8.179999,0.12,0.0,-0.37,1545105242821,1,9.832704797765517
2.35,3.84,10.79,0.0,0.089999996,-0.38,1545105243014,1,11.691543952789127
-0.22999999,3.57,9.38,0.0,0.089999996,-0.38,1545105243204,1,10.039033817823308
-0.93,5.22,8.2,0.14,-0.25,-1.14,1545105243404,1,9.764901433194295
-0.08,4.2799997,10.33,0.08,-0.07,-0.57,1545105243604,1,11.181846780921303
0.96,3.12,8.29,0.19,-0.74,-2.0,1545105243804,1,8.909551054907313
0.42,3.9099998,10.92,-0.04,-0.61,-1.09,1545105244004,1,11.606502420453806
-1.88,2.59,8.22,0.16,-0.28,-0.69,1545105244203,1,8.821048690490263
1.38,6.1299996,9.49,0.14,-0.44,-1.39,1545105244404,1,11.381625327518043
1.11,3.9599998,10.33,0.26,-0.48999998,-0.52,1545105244604,1,11.118569980712449
-0.96,5.5699997,8.09,0.14999999,-0.39999998,-0.32999998,1545105244805,1,9.868870080105427
0.07,3.9599998,8.16,0.049999997,-0.21,0.19,1545105245009,1,9.070396816898368
0.85999995,6.5299997,8.45,0.049999997,-0.21,0.19,1545105245203,1,10.713682653317678
1.63,6.0299997,7.56,0.099999994,-0.22,0.0,1545105245403,1,9.806701605636835
1.65,4.45,9.88,0.11,0.08,0.35,1545105245604,1,10.960812013715044
0.39,6.5299997,7.2799997,0.04,-0.089999996,-0.5,1545105245804,1,9.787307684649553
0.06,4.89,8.2699995,-0.08,0.0,0.13,1545105246004,0,9.607736035612149
1.8,5.7599998,8.2,-0.08,-0.08,0.17,1545105246204,0,10.181237532638164
2.84,6.0,8.42,-0.08,-0.08,0.17,1545105246404,0,10.722033389241053
1.0699999,4.61,8.929999,0.06,0.01,-0.31,1545105246604,0,10.106526699415632
1.66,5.37,8.08,-0.29,-0.07,-0.57,1545105246804,0,9.84270796071894
