Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status,Acc
0.65999997,5.1099997,9.19,0.03,-0.089999996,-0.41,1545105296212,0,10.53583394394578
0.38,4.2599998,10.48,0.03,-0.089999996,-0.41,1545105296404,0,11.31911649803111
0.0,4.5,7.5299997,0.0,-0.089999996,-0.17,1545105296604,0,8.772165951576618
-0.98999995,6.06,9.8,0.02,-0.06,-0.14999999,1545105296804,0,11.564761125980944
1.0799999,6.0299997,9.66,0.21,-0.08,0.13,1545105297004,0,11.438657970496369
0.049999997,4.24,8.73,0.11,-0.02,0.07,1545105297204,0,9.705307826117624
-0.62,4.27,7.18,0.06,-0.03,0.049999997,1545105297404,0,8.37673564104777
0.19,6.49,9.98,0.06,-0.03,0.049999997,1545105297603,0,11.906158070511243
0.85999995,6.52,6.67,0.17,0.01,0.35999998,1545105297804,0,9.36690450010034
0.45999998,6.37,8.98,0.099999994,0.03,0.01,1545105298004,0,11.019478208227467
0.32,5.48,8.96,0.0,0.04,0.099999994,1545105298204,0,10.507825655196227
0.96,6.06,9.76,0.01,0.049999997,0.17999999,1545105298404,0,11.528347669982892
-0.049999997,5.54,7.95,0.16,0.11,0.07,1545105298604,0,9.690025799743776
-0.35999998,4.58,7.1099997,0.089999996,0.02,-0.25,1545105298804,0,8.4651104965972
0.12,4.61,6.6099997,-0.12,-0.11,-0.48,1545105299004,0,8.059689574295035
0.38,6.5699997,8.86,0.0,-0.03,0.089999996,1545105299204,0,11.036706757815036
0.14999999,4.62,10.11,-0.08,-0.12,-0.45,1545105299405,0,11.116609195118807
0.19999999,5.15,8.0,-0.08,-0.12,-0.45,1545105299604,0,9.516433155126977
-0.39,5.5499997,8.889999,0.089999996,-0.089999996,-0.19,1545105299804,0,10.487453403472221
-0.78999996,5.06,9.44,0.14,-0.07,0.17,1545105300004,0,10.739706696963376
0.32999998,3.8899999,8.44,0.07,-0.06,0.28,1545105300204,0,9.299171963610524
0.17999999,3.81,8.0,0.0,-0.06,0.16,1545105300404,0,8.862759163849596
-0.71999997,4.06,8.92,0.0,-0.06,0.16,1545105300604,0,9.826922201625491
1.13,3.4499998,8.5,-0.07,0.12,0.94,1545105300803,0,9.242802530618084
0.17999999,4.39,10.29,0.11,0.22999999,0.75,1545105301003,0,11.188771156673104
0.65,3.6499999,9.25,0.14999999,0.17999999,-0.19,1545105301204,0,9.965314810381056
1.17,4.71,10.94,-0.02,-0.02,-1.1999999,1545105301405,1,11.968149397463252
-0.9,3.1299999,9.45,-0.03,-0.13,-1.16,1545105301607,1,9.99546894217575
-0.32999998,4.97,9.24,-0.03,-0.13,-1.16,1545105301804,1,10.497018623723596
-0.85999995,4.61,11.7699995,0.16,-0.21,-1.6999999,1545105302004,1,12.669829838794216
-4.94,3.81,5.97,0.59999996,-0.48999998,-1.81,1545105302203,1,8.63484800097836
0.0,3.25,9.48,0.72999996,-0.56,-0.83,1545105302404,1,10.021621625266043
-2.28,3.29,10.51,0.52,-0.45,-0.81,1545105302604,1,11.246448328250123
-1.56,3.02,7.85,0.13,-0.42999998,-0.88,1545105302804,1,8.55432639078028
-0.93,3.9399998,9.57,0.45,-0.39999998,-0.74,1545105303003,1,10.391024897670105
-0.9,2.44,8.45,0.37,-0.39,-0.63,1545105303204,1,8.841159426229117
-0.87,4.45,8.34,0.34,-0.29999998,-0.89,1545105303411,1,9.492892077760075
-0.45999998,4.98,9.41,0.34,-0.29999998,-0.89,1545105303603,1,10.656458134933953
0.42999998,4.73,11.61,0.13,-0.25,-1.12,1545105303809,1,12.543918844715154
-1.76,4.0299997,12.2699995,0.42,-0.45,-1.48,1545105304004,1,13.034238961749947
-0.08,4.64,7.79,0.31,-0.45999998,-0.63,1545105304203,1,9.06752998340783
-1.37,4.31,9.92,0.25,-0.42999998,-0.08,1545105304404,1,10.90226581954412
-0.57,3.6899998,9.23,0.07,-0.25,-0.17,1545105304603,1,9.956600751461316
-0.45,3.9299998,10.7699995,0.07,-0.25,-0.17,1545105304804,1,11.47346014321749
-1.3199999,3.78,8.86,0.0,-0.26,-0.61,1545105305003,1,9.722674515584691
-2.19,5.0699997,8.16,0.14999999,-0.39999998,-0.74,1545105305203,1,9.853253115494399
-1.0799999,3.9199998,10.349999,0.04,-0.32999998,0.39999998,1545105305404,0,11.120039456584722
-0.71999997,4.06,8.139999,0.08,-0.22,0.32999998,1545105305604,0,9.124778554945921
-0.04,4.2799997,9.16,0.08,-0.22,0.32999998,1545105306004,0,10.11066750674752
0.53,2.69,7.91,-0.049999997,0.06,0.17999999,1545105306210,0,8.371684418323472
