Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status,Acc
2.53,2.96,10.13,0.0,0.0,0.58,1545104948504,0,10.852621803048331
1.91,4.62,8.559999,-0.11,0.02,-0.26999998,1545104948707,0,9.912925041580865
2.25,3.52,8.09,-0.08,0.14,0.03,1545104948905,0,9.104998627127848
-0.47,4.92,6.48,0.22,0.19,-0.29,1545104949104,0,8.149705516152103
1.67,6.46,9.11,0.16,0.06,0.07,1545104949304,0,11.29214771423045
1.9799999,4.5299997,10.53,0.099999994,0.08,-0.32999998,1545104949504,0,11.63280692206314
0.29,4.3199997,10.11,-0.14,-0.21,-0.9,1545104949704,0,10.99811790298686
-0.29,3.34,8.75,-0.08,-0.22,-0.44,1545104949904,0,9.370282813234615
-1.09,4.27,8.92,-0.08,-0.22,-0.44,1545104950104,0,9.949241177094864
0.21,3.74,8.12,-0.099999994,0.0,0.87,1545104950304,0,8.942376641586955
0.95,3.06,9.71,-0.099999994,-0.12,0.04,1545104950512,0,10.224979217582792
1.9399999,3.86,9.9,-0.099999994,-0.12,0.04,1545104950704,0,10.801536909717989
2.05,4.31,10.71,0.049999997,0.14,0.17999999,1545104950905,0,11.72530170187531
0.71,5.77,9.849999,0.08,0.0,0.049999997,1545104951104,0,11.437634383910032
1.43,3.6899998,8.32,0.08,0.0,0.049999997,1545104951304,0,9.213218684260134
1.64,3.81,8.139999,-0.03,-0.01,-0.099999994,1545104951504,0,9.135933653436906
1.3399999,3.32,11.559999,-0.03,-0.04,0.11,1545104951705,0,12.101717919865798
2.5,4.83,7.52,0.04,0.12,0.35,1545104951905,0,9.280587265900795
0.45999998,4.91,8.48,0.04,0.12,0.35,1545104952104,0,9.809694183897886
1.8,3.99,8.07,0.099999994,0.049999997,-0.04,1545104952304,0,9.180686248859613
0.78,5.38,8.99,0.089999996,-0.19,-0.57,1545104952505,0,10.505850750891144
2.11,4.7599998,7.71,-0.08,-0.26,-0.12,1545104952705,0,9.303429372871062
1.9599999,4.63,7.0299997,-0.03,0.099999994,0.53,1545104952905,0,8.642881197262872
0.71,4.79,8.4,0.06,0.25,0.39,1545104953105,0,9.695782588321585
1.81,4.64,7.35,0.06,0.25,0.39,1545104953304,0,8.878524652215592
1.65,3.3999999,11.099999,-0.04,0.12,0.19,1545104953504,0,11.725718618489914
1.63,5.92,8.059999,0.0,-0.099999994,-0.21,1545104953704,0,10.132466821065885
1.79,3.98,8.849999,-0.049999997,0.049999997,0.099999994,1545104953905,0,9.86747091710946
0.17999999,3.32,8.99,-0.08,0.049999997,-0.04,1545104954105,0,9.585139539745889
0.88,4.12,11.2,-0.06,-0.049999997,0.07,1545104954316,1,11.96615226378137
1.14,1.9699999,10.41,-0.22,-0.099999994,-0.37,1545104954508,1,10.655918524744829
0.59,3.49,8.32,-0.22,-0.099999994,-0.37,1545104954704,1,9.041603840027499
0.45999998,5.3399997,6.8599997,-0.01,-0.08,-0.22,1545104954905,1,8.705561019348506
0.85999995,4.64,7.48,0.089999996,-0.13,-0.78,1545104955103,1,8.844184525098965
1.67,6.1,8.67,0.16,-0.28,-0.85999995,1545104955304,1,10.731626158229702
-1.25,6.99,10.49,0.45,-0.72999996,-1.62,1545104955504,1,12.667387260204846
-0.22,5.18,8.38,0.13,-0.41,-0.57,1545104955705,1,9.854197075358297
1.9799999,4.94,8.29,0.049999997,-0.22,-0.24,1545104955904,1,9.851299386578402
-0.44,5.68,8.74,-0.01,-0.28,0.14999999,1545104956104,1,10.432813618578644
0.44,5.2,8.37,-0.01,-0.28,0.14999999,1545104956303,1,9.863594679425953
-0.19,4.23,7.48,-0.06,-0.25,-0.56,1545104956509,1,8.595312676104344
1.0,5.79,6.85,-0.06,-0.25,-0.56,1545104956704,1,9.024777005555316
-0.71,1.28,10.91,-0.03,-0.21,0.13,1545104956904,1,11.00775181406267
0.39,3.61,9.37,0.01,-0.16,0.37,1545104957104,1,10.048935266982268
1.29,5.3199997,7.1299996,-0.04,-0.049999997,-0.26999998,1545104957303,1,8.989070647402892
-0.79999995,6.19,8.03,0.12,-0.13,-0.24,1545104957504,0,10.170398218359004
0.56,5.47,8.94,0.07,-0.049999997,0.21,1545104957707,0,10.495622897189094
-1.4499999,3.29,10.4,-0.04,0.0,0.42999998,1545104957907,0,11.003935646394885
1.1,3.8799999,7.79,-0.04,0.0,0.42999998,1545104958104,0,8.772029367483901
1.88,2.34,9.98,-0.099999994,-0.02,0.42999998,1545104958303,0,10.421631350225358
