Acc_X,Acc_Y,Acc_Z,gyro_X,gyro_Y,gyro_Z,time,status,Acc
-2.9299998,-5.3599997,9.73,-0.01,0.14,-0.55,1545103708694,0,11.488576744401376
-3.57,-7.52,9.5,-0.01,0.17,0.19,1545103708893,0,12.631124257167293
-1.28,-3.86,6.6,-0.089999996,-0.26999998,0.45,1545103709093,0,7.752289984256265
-1.05,-7.27,9.94,-0.06,0.19,-0.48999998,1545103709292,0,12.35957118997257
-2.47,-4.5099998,5.02,-0.11,0.04,0.19999999,1545103709492,0,7.186194973419524
-2.3999999,-4.67,7.2799997,0.0,-0.19999999,0.17999999,1545103709692,0,8.975928651231587
-2.72,-5.46,6.39,0.01,0.089999996,-0.29999998,1545103709892,0,8.834143987959445
-3.8,-6.14,10.219999,0.04,0.02,0.12,1545103710092,0,12.513511879564465
-2.85,-3.36,3.9599998,-0.089999996,-0.26,0.24,1545103710292,0,5.923993451718194
-3.31,-4.2799997,9.809999,-0.02,-0.17,-0.21,1545103710492,0,11.203150352110834
-0.66999996,-6.54,6.5699997,-0.03,-0.08,0.01,1545103710692,0,9.294374427813853
-1.0699999,-6.58,8.97,0.0,0.14999999,0.049999997,1545103710892,0,11.175965273120708
-3.02,-4.41,6.69,-0.13,-0.19,0.57,1545103711092,0,8.562978453785808
-0.58,-3.6599998,9.42,-0.03,-0.29,-0.52,1545103711292,0,10.122667560282716
-2.05,-3.87,8.79,0.0,0.25,-0.39,1545103711492,0,9.820565156853243
-0.34,-4.2799997,9.51,-0.049999997,-0.29999998,0.38,1545103711692,0,10.434275127290832
-1.99,-4.54,7.89,-0.01,0.07,-0.25,1545103711892,0,9.317928954440466
0.41,-5.4,9.11,0.07,0.16,-0.35999998,1545103712092,0,10.598122475231166
-2.96,-4.48,10.19,0.089999996,-0.17,0.64,1545103712292,0,11.51816391618039
0.65999997,-4.0099998,9.57,0.089999996,-0.17,0.64,1545103712493,0,10.397143759533193
-1.99,-5.33,9.79,0.03,0.19,-0.37,1545103712693,0,11.323122360903815
-1.3199999,-6.99,8.53,0.04,0.089999996,0.11,1545103712893,0,11.10690774860402
-2.6299999,-3.11,7.3999996,0.06,-0.11,0.25,1545103713093,0,8.446833344751166
-0.26,-3.1799998,8.34,0.06,0.0,-0.07,1545103713293,0,8.92947919690729
-4.02,-2.0,10.309999,0.14999999,0.02,0.099999994,1545103713493,0,11.245286985221897
-2.29,-3.6899998,9.45,0.0,-0.01,-0.12,1545103713693,0,10.400129735921569
-2.04,-4.4,9.38,0.0,-0.01,-0.12,1545103713893,0,10.559640145383744
-1.4699999,-5.87,6.81,0.03,-0.17999999,0.01,1545103714093,1,9.110098775864069
-2.55,-3.97,7.7,0.0,-0.26,0.22999999,1545103714311,1,9.030692110796382
0.45,-5.44,8.07,0.0,-0.26,0.22999999,1545103714493,1,9.742740887450514
-2.47,-8.57,7.48,0.049999997,0.08,0.53,1545103714693,1,11.640283501702182
-0.25,-7.3199997,7.0499997,0.049999997,0.08,0.53,1545103714893,1,10.16599190330192
-0.089999996,-5.6,10.28,-0.08,0.049999997,0.76,1545103715093,1,11.706686123719212
0.42999998,-5.96,5.2599998,-0.17,0.37,1.16,1545103715293,1,7.960785003930206
0.35,-6.0299997,4.5,-0.29999998,0.65999997,1.8,1545103715493,1,7.532157485209672
1.99,2.61,-4.19,0.12,2.02,2.49,1545103715693,1,5.322433653884284
-14.889999,3.1,-8.76,0.12,2.02,2.49,1545103715892,1,17.551628705621624
-8.07,3.62,8.53,-0.97999996,0.17999999,0.78,1545103716092,1,12.287806964629613
-1.36,-1.3,6.04,0.65,0.84,4.74,1545103716292,1,6.326231105484529
-15.599999,39.82,-14.69,-1.2099999,-0.22999999,2.24,1545103716492,1,45.219337332605846
2.54,-6.3799996,22.14,-0.42,0.24,-0.72999996,1545103716692,1,23.180500315912084
-0.71999997,10.33,2.34,0.0,-0.01,0.16,1545103716892,1,10.616162204714094
-0.22999999,10.08,0.5,0.01,-0.01,0.0,1545103717096,0,10.095013620367236
-0.85999995,9.639999,0.45,0.0,0.0,0.01,1545103717292,0,9.688739888860727
-0.58,9.76,0.7,0.0,0.0,0.0,1545103717492,0,9.802244640897309
-0.56,9.83,0.48999998,0.0,0.0,0.0,1545103717692,0,9.85812355270515
-0.69,9.9,0.55,0.0,0.0,0.0,1545103717892,0,9.939245444197462
-0.61,9.88,0.53999996,0.0,0.0,0.0,1545103718092,0,9.913531154780319
-0.71999997,9.98,0.55,0.0,0.0,0.0,1545103718292,0,10.021042857746892
-0.63,9.83,0.53,0.0,0.0,0.0,1545103718492,0,9.864415846871015
